RefSeq_accession_number,gene_symbol,gene_name,AO-A12D.01TCGA,C8-A131.01TCGA,AO-A12B.01TCGA,BH-A18Q.02TCGA,C8-A130.02TCGA,C8-A138.03TCGA,E2-A154.03TCGA,C8-A12L.04TCGA,A2-A0EX.04TCGA,AO-A12D.05TCGA,AN-A04A.05TCGA,BH-A0AV.05TCGA,C8-A12T.06TCGA,A8-A06Z.07TCGA,A2-A0CM.07TCGA,BH-A18U.08TCGA,A2-A0EQ.08TCGA,AR-A0U4.09TCGA,AO-A0J9.10TCGA,AR-A1AP.11TCGA,AN-A0FK.11TCGA,AO-A0J6.11TCGA,A7-A13F.12TCGA,BH-A0E1.12TCGA,A7-A0CE.13TCGA,A2-A0YC.13TCGA,AO-A0JC.14TCGA,A8-A08Z.14TCGA,AR-A0TX.14TCGA,A8-A076.15TCGA,AO-A126.15TCGA,BH-A0C1.16TCGA,A2-A0EY.16TCGA,AR-A1AW.17TCGA,AR-A1AV.17TCGA,C8-A135.17TCGA,A2-A0EV.18TCGA,AN-A0AM.18TCGA,D8-A142.18TCGA,AN-A0FL.19TCGA,BH-A0DG.19TCGA,AR-A0TV.20TCGA,C8-A12Z.20TCGA,AO-A0JJ.20TCGA,AO-A0JE.21TCGA,AN-A0AJ.21TCGA,A7-A0CJ.22TCGA,AO-A12F.22TCGA,A8-A079.23TCGA,A2-A0T3.24TCGA,A2-A0YD.24TCGA,AR-A0TR.25TCGA,AO-A03O.25TCGA,AO-A12E.26TCGA,A8-A06N.26TCGA,A2-A0YG.27TCGA,BH-A18N.27TCGA,AN-A0AL.28TCGA,A2-A0T6.29TCGA,E2-A158.29TCGA,E2-A15A.29TCGA,AO-A0JM.30TCGA,C8-A12V.30TCGA,A2-A0D2.31TCGA,C8-A12U.31TCGA,AR-A1AS.31TCGA,A8-A09G.32TCGA,C8-A131.32TCGA,C8-A134.32TCGA,A2-A0YF.33TCGA,BH-A0DD.33TCGA,BH-A0E9.33TCGA,AR-A0TT.34TCGA,AO-A12B.34TCGA,A2-A0SW.35TCGA,AO-A0JL.35TCGA,BH-A0BV.35TCGA,A2-A0YM.36TCGA,BH-A0C7.36TCGA,A2-A0SX.36TCGA,263d3f-I.CPTAC,blcdb9-I.CPTAC,c4155b-C.CPTAC
NP_000279,PEX7,peroxisomal biogenesis factor 7,-1.109741955,-0.085945721,3.02068926,-0.537297974,0.135675242,-0.032630803,0.486320692,-0.689726781,-0.46946236,-1.688267775,-0.835940224,0.428136113,-0.774410184,0.996552139,-1.627238773,0.568376401,-0.675390431,-0.970751466,-0.21751902,-0.473940519,3.582795651,1.381640262,0.214521421,1.881749916,-1.811243489,-0.475730658,0.322376853,-1.097023412,-0.27063522,-0.609146745,0.687779297,-0.724690802,0.754327169,,,,0.758251422,2.029996426,-1.069963705,0.682500961,-1.254932949,-0.589810089,1.781918645,-0.585949912,0.127818322,-1.339080939,0.350751808,-0.162396007,-0.840617133,-0.602893192,-1.094888871,0.270046641,-0.735926534,0.414076858,0.308991031,0.807680048,-0.125079834,0.141616371,,,,-1.893578404,-2.166461061,-0.963614504,-0.514493024,-0.848241198,,,,0.867790425,0.992271271,1.279245638,-0.866574284,3.795268849,-0.150076765,-1.277798573,-0.483560191,0.417386911,0.712935114,-1.211884302,0.795999596,0.910585313,1.27837756
NP_653267,DNHD1,dynein heavy chain domain-containing protein 1 isoform 1,-2.184105038,1.136514319,-2.286683212,-4.120201947,1.214752099,0.34771167,-0.699145807,0.365775653,1.665346406,-3.524360911,2.000962585,-0.914689073,-0.119919065,,,-1.272481888,0.541625561,1.069578544,-1.300476865,-0.937317247,-0.430804801,1.198137423,0.065870318,-0.288222,-4.623494547,6.431192389,,,,0.304932471,-0.103876466,0.064360253,1.841104873,-1.440150349,2.190607375,-0.488398221,1.35197881,0.747639162,1.113339503,0.159800316,-1.892005196,0.735261061,-3.190660168,1.636825128,-0.717949452,-3.68900771,-0.717321596,-1.598100991,-0.40532205,0.178907409,-0.991436425,-0.255898525,-0.243024834,-0.386272894,-0.313733059,0.618331251,0.601640383,-3.654877244,-0.025568795,0.659074824,-0.325060945,0.12005805,-0.333369728,-0.351554271,0.041875442,1.413327123,-2.087624246,0.740199339,-1.233769945,2.85140216,-1.494723518,4.391190689,4.81221381,-3.764592884,10.46643311,5.252835929,3.262674706,,,,1.91288221,-0.284948726,2.652322046
NP_001507,GTF2H3,general transcription factor IIH subunit 3 isoform a,0.170350228,1.496775722,0.027497474,-0.336575063,-0.156233088,0.728054143,-0.194852122,0.670089341,0.794914713,0.085522799,-0.083831107,-0.789853566,0.262575744,0.095735868,0.925855671,1.820160038,-0.552923413,0.240224961,-0.273881139,-1.003513922,0.324190216,0.269330747,-1.388499931,-1.446987003,-0.125786627,-0.013953517,0.524984973,0.769521263,-0.975100395,0.79795945,0.553274677,-0.102929723,-0.290811542,-1.721251026,2.09690042,1.099962683,0.284949872,0.286661061,0.256646026,-0.34926466,-1.114402307,-0.755093806,0.425476656,-0.694212927,0.367392026,0.746781896,0.354131788,-0.118068923,-0.190972199,0.874184624,-0.873205058,0.120791932,0.061975112,1.51014906,1.320565459,-0.362225017,-0.942640078,-0.298604772,-0.264170315,0.10110901,1.911710702,0.140570476,0.851659012,0.639717194,1.063104401,0.953946058,0.431581783,1.066775343,0.122521747,1.170631912,-0.9034757,1.763412748,0.158609898,-0.050325469,-0.947681869,-1.302916398,-0.815085403,0.181217054,0.815574913,0.247928843,1.207055667,-0.975327537,0.303131047
NP_001258796,NA,general transcription factor IIH subunit 3 isoform c,0.086534668,1.347004128,0.177157064,-0.336575063,-0.156233088,0.728054143,-0.194852122,0.670089341,0.794914713,0.048874234,0.011831895,-0.874201882,0.262575744,0.095735868,0.925855671,1.823507053,-0.610329828,0.240224961,-0.394657106,-0.949729123,0.234216717,0.066066064,-0.725596364,-1.325468576,-0.488759547,-0.17971967,0.524984973,0.769521263,-0.975100395,0.474073113,0.276579459,-0.348288355,-0.403236822,-1.721251026,2.09690042,1.099962683,0.408176311,0.349521711,0.169892256,-1.110589513,-1.788949391,-0.755093806,0.425476656,-0.694212927,0.41821069,1.209499435,0.354131788,-0.118068923,0.056354553,0.874184624,-0.873205058,0.120791932,0.061975112,1.51014906,1.320565459,-0.554955042,-1.117332438,-0.990380853,-0.329872182,0.067496611,1.692507081,0.12005805,0.792407575,0.639717194,1.063104401,0.953946058,0.231008055,0.519950407,0.09426567,1.170631912,-0.9034757,1.763412748,0.158609898,-0.050325469,-0.947681869,-1.302916398,-0.815085403,0.662728413,-1.147969056,0.775249102,0.668896732,-0.963751063,1.006715705
NP_003556,ULK1,serine/threonine-protein kinase ULK1,-4.123292304,12.67702285,,-1.300045039,0.991721016,-1.557657835,2.202424577,,,,,,,,,-1.021455758,0.553106844,,,0.593480872,0.230304825,0.102766632,,,-0.832794749,0.5307067,,,,,,1.3831629,0.412887431,,,,,,,0.552962105,1.218406362,0.886537683,-1.415408901,-1.912171853,0.222195842,-1.724275121,0.911828344,2.701626114,,,,-0.530716719,-0.13954271,,,1.013934987,0.423454176,,-2.017372786,0.060774131,0.623330233,0.523469089,-0.137099343,,,,-1.908445048,1.700940374,-0.029354666,,,,-0.870235656,-0.17879744,,,,,,,,,
NP_006396,TM9SF1,transmembrane 9 superfamily member 1 isoform a precursor,2.661958228,-0.834803693,0.728680365,-3.19018579,-1.494419585,2.070224217,-0.962582807,-2.126306717,-1.403675686,2.009572493,0.806824426,-2.503811342,-5.236849626,0.00964387,-2.137857661,-3.273996901,0.660265484,-3.870484101,-0.873735112,0.725874223,-0.939350667,-0.941787989,-1.444746294,-0.887134249,-2.316249291,0.858292193,1.877783802,-0.161959765,-2.084837041,1.057068519,0.195876687,-2.854849835,-0.902904732,-2.79880362,0.514591541,-3.312531294,-1.961132041,3.417121439,-1.156717475,0.964304787,3.490318418,0.334658155,-1.802963755,0.412099764,2.218643376,-1.256712372,1.256586215,-0.716484551,-1.72110037,-1.177655689,-3.323550141,2.17955927,0.170903665,-1.721093497,0.432972298,0.080715918,-0.830836968,2.091167146,-2.515323783,-2.522898899,-2.007113224,0.981579929,-0.200053995,-0.225150527,1.158272691,-0.410062336,-0.025726318,-2.954666377,-4.356066445,-1.649579429,-1.177983616,-1.450051214,-1.445071073,0.600599182,-1.35291672,-2.147503264,-1.023946287,-0.513535049,-0.197435271,-1.62003614,-1.900203713,-1.537312727,-1.035634207
NP_004891,NA,DNA dC-_dU-editing enzyme APOBEC-3B isoform a,-0.302064744,-2.267753542,-1.264009352,0.630240295,-2.015918735,-2.925427883,-3.457707534,-0.662311133,-3.455943515,-0.189341442,-3.517802996,-2.139426618,-1.148405108,-0.116344419,4.342226652,0.203551759,0.782732502,0.742043977,-3.232892349,-2.348133891,-2.335895853,0.870655434,-1.790259668,0.106712889,-0.51085355,-1.529529774,,,,2.536149454,-0.688010816,1.349704905,-1.18604988,,,,,,,-0.646976767,1.874216028,-0.189207183,-3.478200867,-3.404171537,-0.895814777,1.967774775,0.928728239,-0.876554575,0.870883989,-1.449586332,-2.602338802,-2.904577333,0.609341088,,,-0.35546256,-3.681816282,4.871511206,,,,-2.180752364,-0.018596469,0.300422934,0.759297936,-3.576257985,,,,-2.213621697,0.386946124,-2.543331784,-1.155822678,-1.940290903,-1.494427303,-1.463042533,-3.692724245,0.307327172,-1.380024252,-1.08377825,-2.232834613,-1.460487036,0.400851138
NP_689639,APOBEC3D,DNA dC->dU-editing enzyme APOBEC-3D,0.898021678,0.432183038,-1.172550714,0.088288434,-1.336985879,-1.305315233,-1.335157992,-0.201728253,-0.82213727,-0.273633143,-1.244982024,2.381643106,,-0.049150665,4.140183207,0.478006994,-0.135770133,0.450568261,-3.385875241,1.288545964,-0.986293362,0.870655434,0.580122782,0.141432439,-2.284686428,-1.06380582,0.166524454,-2.967150705,-6.461224941,1.222610424,0.833812885,1.154533266,-0.282483744,4.548855733,0.171891817,-6.520061827,-4.862554561,2.436495297,-2.454409283,0.173435985,0.520437503,-0.713072522,0.913045666,1.511646016,0.770311437,0.947858104,0.590730327,-2.056147521,0.95002855,1.924825748,1.887497364,0.222664194,-4.088202736,-0.063419943,-0.09113033,-0.057914451,-2.172474292,4.209524525,-3.310662182,-0.759368392,-0.320587402,-1.31239301,0.707233634,0.446785164,0.543339124,-1.929553551,,,,-2.115198214,0.548835408,-2.414480859,-0.888542517,0.763330344,3.22044803,1.519699187,1.976356883,0.511396271,0.594676216,0.483286473,,,
NP_001180218,NA,probable DNA dC->dU-editing enzyme APOBEC-3A,,,,2.403292681,-2.02903821,-5.551253804,-4.176514205,-1.298354158,-4.217571247,-0.225990008,-5.61909031,-3.596965514,-2.563635903,-1.071755615,1.421780491,-0.405604984,1.10038133,0.038896374,-3.792487666,,,,-0.745684351,-1.950420488,0.420250896,0.459664063,,,,,,1.859939333,-0.782151653,6.028538462,1.714040573,-3.962937699,,,,-0.617432817,2.244280053,0.704445453,-7.025577959,-2.527917754,0.029810897,2.978001026,3.169654402,0.28580006,0.346551275,-1.86366254,-1.881127462,-2.684248953,1.930099787,,,-3.412093133,-4.394561111,4.219454325,,,,-1.84229734,3.16616827,-0.30498447,2.02210794,-2.862450484,,,,-2.864730892,0.982886385,-1.817081119,-0.57732589,-2.588360621,,,,,,,-2.416728119,-1.724641124,2.087499917
NP_878907,P4HA3,prolyl 4-hydroxylase subunit alpha-3 precursor,0.238926595,1.711313411,-1.200265453,-2.41740258,-0.29398758,0.274568887,-0.454525736,-0.610221403,1.890458051,,,,1.563058096,,,0.370902512,-2.263634571,,0.813102571,1.644353094,0.997035516,-1.771785444,0.126134279,-1.841921892,,,-7.915980994,-0.208533816,2.941617179,0.470474376,0.718523211,0.730731992,-1.864765458,-0.12053884,0.600266471,-0.382279281,-1.157359586,-0.14498207,1.077192099,-0.34926466,1.625945226,-1.626335091,-4.087662129,-0.176580384,,,2.415919056,2.026869398,0.033270723,1.597272927,-0.403235374,-1.182225371,-1.152578247,,,-2.157657356,-1.774175712,,-0.824365187,-1.115659816,-0.57557937,1.002092354,-0.90366481,-0.481284429,-1.012296387,1.282580204,-1.632990461,2.308523636,-0.650988358,-2.372613477,-2.203282411,-1.457860361,,,1.699209263,0.066005064,-0.049262163,1.836698964,-0.331313269,-1.631952982,-1.662223883,-1.235271998,-2.376353862
NP_665906,HMGA1,high mobility group protein HMG-I/HMG-Y isoform a,1.823802632,-3.943576246,-0.76237258,1.89814002,0.568617932,0.113654764,-2.652342992,-4.368906693,-6.314861406,3.376563989,3.340244609,-0.999037389,-6.133587457,2.00235865,1.726682417,-5.620254466,-1.226492012,-4.955254547,0.684274872,2.058082316,-0.900231754,-2.587667296,-0.335889419,-5.339916621,-2.4519696,0.716206919,0.76188062,-2.268539935,-5.713240682,0.078212036,1.725386366,-3.92829385,5.850939849,3.248765104,1.901454484,-7.844836977,-6.383280843,-2.818655057,-0.93621831,1.050664024,0.501700084,-1.828037253,-5.106556342,-0.000652983,-1.988416064,-6.227897665,-3.22188613,-2.49695574,-1.82003107,-1.92855508,-6.054694722,2.489914301,-0.605212271,1.846567261,-2.210082891,-0.642866983,-0.715540011,-0.861293451,-5.011994757,4.307140474,0.444388501,-1.131199917,-0.537046543,-3.787740255,-0.745093111,5.356936882,-2.766900606,-3.710348061,-2.070856224,1.598395511,-4.840435377,-3.63270778,0.242821456,0.001063319,-0.259425852,1.59819239,0.331991831,,,,-2.911617994,-2.277154654,-1.985473496
NP_665910,HMGA1,high mobility group protein HMG-I/HMG-Y isoform b,1.999053347,-2.810169586,-2.768919667,0.36930051,0.657174391,-0.431258972,-2.979757549,-4.368906693,-6.314861406,2.471344419,2.78276022,-2.851326403,-8.02056185,2.136746159,1.377698284,-5.620254466,-1.268590049,-4.137920582,1.670611942,1.847080413,-1.07235497,-2.872802476,1.158656804,-2.913888019,-4.348897642,2.898794602,0.76188062,-2.268539935,-5.713240682,0.096205721,2.451711314,-6.894902764,6.558802721,3.892954155,1.711363231,-10.24449429,-4.856953359,-2.533686777,-3.556905108,1.032483132,0.665652501,-1.828037253,-5.194068729,0.462848052,-1.814180643,-6.227897665,-5.00651511,-3.932660724,-2.743384277,-3.668293176,-7.328637702,2.513605524,-0.087801647,2.210115962,-1.829685823,-0.882934207,-0.774935413,-2.185266812,-4.7422713,4.32282626,0.489123934,-1.254274471,-0.00378361,-3.717885554,-0.587699401,5.067173441,-2.777597871,-2.445815395,-2.325160916,1.958019776,-4.436885279,-2.352007684,-1.452393817,-0.050325469,,,,,,,-1.616250506,-2.277154654,-1.971792683
NP_653280,C17ORF56,AP-4 complex accessory subunit tepsin,-0.583989809,0.561715227,-0.127705063,-0.463699574,-0.454701154,-0.914001342,-0.006682836,-0.547165413,-1.396171964,-1.083566443,-0.835940224,-0.455834236,,3.323135886,-0.826412026,,,0.297318143,,,,,0.2466622,0.562406991,0.123559988,-0.053421649,-1.398233639,-1.079110315,-0.455591328,-0.598350533,0.145917828,-0.855734617,1.049964016,-1.568988159,0.19331055,0.312628615,-4.352845199,0.906886143,-2.855645469,,,-1.10807259,-3.681354621,0.053478524,-0.834106399,0.831573068,-0.19680481,-0.145157696,1.896465587,2.790059614,2.251058818,-2.023263812,-1.362265711,1.778741011,1.210672972,0.784011448,-0.201944472,0.062177969,-2.453079908,0.990717156,1.245152751,-1.127781179,0.929426523,0.03430979,2.355196955,0.982215662,,,,1.621108622,-0.312227882,-0.505144435,-0.855590168,0.403608827,1.88574594,1.516559459,1.72108247,,,,,,
NP_057016,POMP,proteasome maturation protein,-2.507937882,0.683151655,-1.737931385,-1.761707736,2.447982792,-0.288630545,0.554061635,2.139568054,1.196363813,-1.263144414,-0.921707053,0.07724712,0.411323725,1.202333012,-1.021108437,-0.887575155,-3.243370715,-0.402824556,-1.135416375,-1.82269778,-0.634223147,-0.261415925,-0.323836627,-1.451326947,1.973143736,0.297844723,-1.494862127,-1.286902237,0.403910585,0.887927876,3.035845664,-1.405003373,1.058291814,-2.525511295,-0.540281046,1.041768426,0.276548069,2.470020977,-0.777169732,0.34842707,-1.030083921,-0.026724886,-3.10002234,-0.606249227,-0.300510422,-2.703007508,-1.873274458,-2.351661411,-0.926357074,-0.361863757,0.140628915,-1.376493405,0.094653678,-1.951702747,-1.226686025,1.592125062,-0.673613844,-0.0437399,-1.405308018,-0.813148229,-0.696365039,-2.139727513,-0.122286484,-0.28169957,2.135577824,2.335622954,1.648395735,1.28322688,-0.329575483,1.560540325,0.914845962,-0.313820335,0.16227127,-2.73681712,0.05897296,0.003210502,2.225000792,-1.659990665,-0.692783863,-2.481027974,-0.934762809,-1.332093416,-0.920324499
NP_000050,BRCA2,breast cancer type 2 susceptibility protein,0.818015916,0.926024511,0.717594469,0.586750331,-0.940121747,0.845082597,1.423403734,0.352067829,-0.829640991,,,,0.844817843,,,,,,,,,,,,,,-0.01426433,-0.88923149,-7.49480319,-0.994211611,3.397086643,-0.613164151,1.845268772,,,,,,,,,,,,,,-0.947160177,-0.585965916,,0.262340675,-1.606239534,2.298015389,-1.781640638,,,,,2.253353883,-1.173622484,-0.203643403,7.105494468,,,,,,,,,,,,0.433212804,1.945272473,,,,1.018129654,-0.039012974,2.49723277,,,
NP_068839,ITM2B,integral membrane protein 2B,1.37043665,1.091987629,-0.352194447,-0.513880301,-2.484939983,-0.102116447,1.464800977,0.905863911,0.153346525,2.577625259,0.262534933,-0.837088623,-0.651161856,-0.126843443,-1.877037941,-0.030739296,-0.56823179,1.34001993,-0.35439845,3.750234831,0.566727475,1.234837991,-1.717942915,1.243778173,,,-0.665727361,-1.344224146,0.463749325,1.078660941,-1.883180439,-1.020236427,-0.111763874,-2.072626872,-0.053004876,0.093544352,1.878491777,0.483624431,1.156716388,3.607351961,0.853026691,-0.337682386,2.181975269,-0.322058811,1.619709115,-1.939886959,0.205412706,-1.103115224,1.853595616,1.229548533,1.600786299,-0.438320947,-0.507176574,-2.594695599,2.154621254,2.883754353,1.768585348,0.796983185,0.735189674,-0.196920924,-0.190854647,0.820899261,0.88869116,-1.229727649,-1.319763171,0.26840816,-0.456291255,0.299701474,1.839078421,0.788294535,-0.964477459,-0.817510312,1.103243894,0.166649414,,,,-0.265900636,1.192664607,-0.18703589,2.348277128,1.981935358,1.909649351
NP_055101,NCS1,neuronal calcium sensor 1 isoform 1,-0.942110836,2.087766337,-1.518984949,0.851035498,-1.30746706,0.947482493,0.648146278,3.142980757,-0.22183955,0.547294726,1.812935306,0.47537117,0.445323264,-0.206636027,1.785458692,0.240368924,2.24468253,1.968044925,1.272051249,-1.053161429,1.419519774,2.468541691,-0.717561169,0.775064239,1.215635034,0.068929559,-1.541617847,-0.713683143,0.618786063,,,2.16106129,2.807129499,,,,0.472590131,-1.603349154,2.942398152,0.864309881,0.482962665,-0.309668197,1.572514007,-0.531818404,-0.278730994,1.151356917,-3.14752659,1.566360252,-1.909068701,1.955726957,1.529847479,-1.364647793,-0.978292564,-2.866000599,-1.018172076,2.721455384,-0.128573681,0.353452109,1.807167516,2.695986173,-1.286872754,0.485862975,-2.118319268,2.785254425,-0.034991254,0.681851119,0.156127196,2.285739264,1.228040757,,,,-1.126531702,-1.906031711,-0.838332782,4.725361603,1.62825541,1.394167096,2.261457289,0.489244894,,,
NP_078857,FAM184A,protein FAM184A isoform 1,0.707531769,-1.288166357,-1.743474333,0.466316584,0.68997308,-0.731144384,-1.899665849,0.343843134,0.205872575,1.302255177,-0.080532383,-0.877575814,-2.436137633,0.240622401,-0.102729141,,,0.432538836,3.812372437,0.068044761,-1.385306273,0.181814009,0.752879469,6.21301386,-0.501384692,0.850398567,1.05800018,0.500824812,-2.022278357,1.470923282,-0.914747175,-1.586234181,0.208856368,-2.564553056,4.262869766,-5.260327316,-6.584924107,1.070323833,-3.162898404,-1.660561496,2.080327637,0.740863899,-0.496528844,0.574494287,4.186051673,-5.406634598,0.485950974,0.005061864,0.056354553,-2.404433707,-4.502908028,0.125530177,-0.395524808,-0.239768194,-0.212293841,-0.703729096,-0.544341498,1.750244005,0.060881031,1.004162116,0.037296062,-0.700438977,-1.999816394,-0.750723988,-0.426645371,0.950412357,-6.831861501,0.356662405,-2.01787608,0.390815085,-2.954073291,-0.056118487,1.634142846,-3.339207915,0.460991662,0.668832865,0.42481889,4.108973995,-1.585303849,3.945129073,0.393056473,-0.841671883,0.842545952
NP_001164263,FAM82A1,regulator of microtubule dynamics protein 2 isoform 2,1.629502925,0.011203421,1.435406203,-0.841727724,-0.917162665,-0.672630157,1.020721463,-0.133189134,0.562299346,1.738373107,-0.733679774,0.637319936,-0.974157473,,,,,,0.809076706,1.627803926,-0.802434472,1.573612462,-0.512663703,2.081387332,-0.845419894,0.033408241,,,,-1.623990598,2.570843977,-0.125235054,-0.403236822,0.020011499,1.593560201,1.610018232,1.648842504,1.007463183,0.003614197,-0.824240464,0.97013556,-0.514171778,-0.655926405,0.966947719,,,,,-1.318782187,-0.148645412,1.006673679,0.613569385,-1.964095963,,,0.516894396,-0.135561376,1.614536736,0.603785938,-0.925189558,-0.879780314,-0.078228732,1.392328374,-0.291678813,-0.642604183,-1.056729528,0.573320551,1.032598785,0.719431372,,,,0.83230236,2.096583905,-1.816042264,-1.660845405,0.729822085,0.646678034,1.855360696,0.188344633,2.134636144,1.745143845,3.787829509
NP_653314,FAM82A1,regulator of microtubule dynamics protein 2 isoform 1,1.206615329,-0.251908839,1.108372286,-1.049141399,-1.022118468,-0.668973018,0.885239578,-0.152380088,0.911222396,1.412200874,-0.13331197,0.357283528,-0.974157473,,,,,,-0.221544886,1.627803926,-0.802434472,1.573612462,-0.512663703,2.081387332,-1.735492619,-1.71108318,,,,-4.931229965,3.516219306,-0.141964051,-0.265828147,0.129328429,1.478434513,1.387510778,1.374383617,0.701541352,-0.274720815,-0.824240464,0.97013556,-0.494561846,-0.868456486,0.716589495,,,,,-1.361652157,-0.148645412,1.006673679,0.613569385,-1.964095963,,,-0.531286442,-0.275315264,0.270703774,0.603785938,-0.925189558,-0.879780314,-0.078228732,1.392328374,-0.291678813,-1.070861489,-1.876548044,-0.630121819,-0.923059843,-1.827147561,,,,0.517424362,1.522742437,-1.912526753,-1.808412627,-0.128828214,0.511396271,-0.590144065,-0.446227203,1.593772892,1.384168339,2.877078256
NP_060182,PGPEP1,pyroglutamyl-peptidase 1,-3.159413368,-1.798199354,0.964255644,-0.129161387,0.276709603,-3.038799197,2.036835606,-2.633496198,0.476006549,-1.032258451,0.038221688,-0.425468842,-0.838159319,1.498405492,-1.862343872,0.240368924,2.799611206,-1.012820125,0.209222732,2.260809634,-0.493395061,0.884771037,2.315724847,0.926962273,-2.082684108,2.685666691,-0.759238801,0.529485767,1.211733584,-1.332492896,2.590058923,-0.24791437,-0.753004359,3.87733745,1.561432102,-1.734439964,2.038126028,-0.673011532,-0.881997204,0.930215614,0.899870238,0.051714844,0.963052744,3.094992619,0.066109943,-0.277979985,0.435251287,-3.467226347,0.181666774,-0.034310936,1.157418672,-0.298542727,-0.155881993,0.574146808,0.221640593,0.953072873,1.904845388,1.151146059,3.43934023,-1.469710413,0.073084408,-0.259421825,0.996084389,-2.517049988,0.799561444,1.028153768,1.552120346,-0.228136486,-1.406838416,0.822364202,-0.518695374,0.24453367,-0.786024098,0.731926085,0.271238834,-0.44577062,1.276838686,0.208731989,1.214977606,-0.613062991,1.528869302,1.65358446,1.831473277
NP_891549,TICAM1,TIR domain-containing adapter molecule 1,-0.56113102,1.804414672,-0.238564018,-0.965506853,0.378385538,-0.888401368,1.961567891,1.983298863,0.791162852,,,,-0.455664509,,,,,0.011852236,,1.909139796,0.265511847,-2.03715878,0.893495377,0.00689418,-0.324632661,1.655548454,0.553038405,0.207050027,-4.230871878,0.150186777,1.652369572,-0.289736864,0.487837617,0.746188247,3.754174864,-4.740002193,-4.842950355,-0.807114252,-6.011313848,-0.233361474,-1.133139726,-0.026724886,-5.322211866,-0.633314981,,,1.716263376,0.704444738,,,,-0.48096515,-0.863917583,0.487329208,0.447061078,-2.583692148,-1.854534197,,0.067797017,0.954863931,-0.334008032,,,-1.033469205,0.737336023,0.819665439,-5.620396182,1.043990971,1.19978468,-0.025591959,-1.396182215,0.510044666,-0.01347459,-0.450016044,-1.246783783,-0.772302345,-0.791878638,-0.210870767,0.35815842,-0.687543254,-0.875267852,-1.638343773,0.05101321
NP_001177915,NA,cysteine-rich secretory protein 3 isoform 2 precursor,5.401203108,6.682111191,-1.574414426,-5.254286398,-5.118674682,-4.329769323,-4.827579933,1.045683714,-2.67930834,6.106882126,-1.57155572,-0.020596926,-3.290376041,-1.842383986,-3.441956262,3.065249645,-3.358183544,7.671353258,-1.223985418,-1.400693974,-3.556405932,2.375378712,-5.522607628,1.222078453,-0.741262447,-2.891180318,-5.20414924,-4.249728428,1.244372897,-4.675719633,-7.547746435,-4.003574339,-1.677389992,-5.73474402,-2.248424979,3.841939158,-2.585666039,-4.453031962,-4.691933598,-1.735557675,-5.897128512,-2.242647254,1.997574169,2.611192268,-3.320591055,-2.739346582,-3.837042332,-2.629936991,-3.745882044,-0.924265771,-1.875215894,-5.475075103,-2.851863666,-1.533893047,-2.5623024,-1.870252932,-3.898434808,-1.165807324,-0.824365187,-3.800170042,-5.389111956,-4.132851542,-0.744426573,-2.393972658,0.151685007,-3.841285523,-0.742443107,7.636269372,-1.92604383,-1.373236573,-4.401691956,3.126108887,-3.151270461,-5.426163704,-0.703254498,-0.762883161,-0.904597211,2.155413625,0.204198722,2.25889593,1.669493747,0.920056973,2.331800146
NP_115686,C9ORF89,bcl10-interacting CARD protein,-2.199344231,0.120496206,-0.299536443,0.041453087,-0.300547318,-0.972515569,0.04976795,-0.983074211,0.408473056,-1.208171566,1.964676619,-0.438964572,-3.052379271,2.012857675,-0.021911763,-1.262440843,-0.506998281,-1.391438065,1.207637399,0.299733125,0.277247521,-0.210599754,-0.376065393,0.271630754,-2.054277531,1.008271094,-0.606503449,-1.100606031,-1.081178162,-0.742300016,1.114351092,-0.537883662,0.412887431,-0.401639516,0.602943813,-2.484118926,-0.353587131,-0.21622414,0.422924085,1.402918806,0.670336855,2.696254307,-0.380887476,0.398566887,-0.264211376,-1.026564905,0.996327822,-0.502236981,0.310276685,0.151096321,-0.172684208,2.380934672,0.587555378,0.294702657,-0.175663012,-0.118776564,3.721645932,-0.093388901,-0.070522705,0.979513023,1.289888184,1.617465125,-0.722207284,0.529945522,0.634847095,2.070595416,-0.025726318,0.580708733,-0.852312907,-1.729075319,-0.220725244,1.283150211,-0.057411055,-0.9353546,-1.221054586,-0.367277417,-0.45040767,-0.375960375,-2.192217439,-1.432345879,0.714870108,1.000039884,0.152642106
NP_001026879,RNLS,renalase isoform 1 precursor,1.835232026,-0.179046983,-1.596586217,1.091902992,0.650614654,0.212397521,-0.021736379,-0.697951475,1.969247127,1.269271468,-0.044246417,2.418756365,-0.226167624,-0.219234856,-0.841106095,,,,-0.761010875,0.721736931,1.22392521,2.095889773,1.785401994,2.958055986,,,,,,,,,,-1.82666378,4.369963429,-0.584247586,1.396788425,0.219609701,0.169892256,-0.460622624,0.651599436,-1.34339178,-0.474650747,0.618476137,2.273091945,0.727401057,0.34399185,-1.386316036,-0.847212513,0.169637047,-0.187463129,1.00921282,-0.267533759,2.128724461,0.190645276,-0.071439365,3.428162767,,1.986983154,-0.654049543,-0.512949764,,,-1.718710553,-0.68652801,0.059919831,0.661572992,-0.042064111,-2.01787608,3.313235427,2.118457591,2.501377132,1.304619358,-2.094457267,1.129950781,-0.536822736,0.729822085,1.378116717,1.148038607,0.58457963,2.023759177,1.879851906,2.423657032
